"INDUSTRY_9S","Education","Sex","Age","Item","UNIT","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year",
"Agriculture, forestry and fishing","Jonior college","Female","55 ~ 59","Hours worked","Hours","-","-","194.8","172","178.3","216","222","192.1","161.4","162.4","155.1",
"Agriculture, forestry and fishing","Jonior college","Female","55 ~ 59","Total monthly wage (including monthly special payment)","In Thousand Won","-","-","1711","974","2044","1950","1514","1440","1473","1887","2418",
"Agriculture, forestry and fishing","Jonior college","Female","55 ~ 59","Employment","Persons","-","-","17","3","7","15","6","22","9","27","23",
"Agriculture, forestry and fishing","Jonior college","Female","60 years old and over","Hours worked","Hours","192","-","194.5","180","204.6","216","176","220","168","69.8","128.2",
"Agriculture, forestry and fishing","Jonior college","Female","60 years old and over","Total monthly wage (including monthly special payment)","In Thousand Won","1913","-","1819","1044","1272","3360","1471","1471","3284","1588","1481",
"Agriculture, forestry and fishing","Jonior college","Female","60 years old and over","Employment","Persons","2","-","6","3","6","7","3","8","4","45","12",
"Agriculture, forestry and fishing","College and university and over","Male","19 years old and less","Hours worked","Hours","-","-","-","-","-","-","-","-","-","-","-",
"Agriculture, forestry and fishing","College and university and over","Male","19 years old and less","Total monthly wage (including monthly special payment)","In Thousand Won","-","-","-","-","-","-","-","-","-","-","-",
"Agriculture, forestry and fishing","College and university and over","Male","19 years old and less","Employment","Persons","-","-","-","-","-","-","-","-","-","-","-",
"Agriculture, forestry and fishing","College and university and over","Male","20 ~ 24","Hours worked","Hours","176.8","182.3","185.6","180.5","151.4","209.1","197.4","186.6","194.6","188.8","155.2",
"Agriculture, forestry and fishing","College and university and over","Male","20 ~ 24","Total monthly wage (including monthly special payment)","In Thousand Won","1343","1152","1374","1315","1248","2300","2153","2176","2086","2342","2298",
"Agriculture, forestry and fishing","College and university and over","Male","20 ~ 24","Employment","Persons","24","19","19","10","20","9","23","49","32","37","85",
"Agriculture, forestry and fishing","College and university and over","Male","25 ~ 29","Hours worked","Hours","183.5","180.4","173.9","169","164.8","163.4","178.9","174.1","177","161.1","159.4",
"Agriculture, forestry and fishing","College and university and over","Male","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","2240","2153","2170","2047","2242","2091","2125","2391","2491","2657","2622",
"Agriculture, forestry and fishing","College and university and over","Male","25 ~ 29","Employment","Persons","545","705","544","608","510","595","592","576","589","757","637",
"Agriculture, forestry and fishing","College and university and over","Male","30 ~ 34","Hours worked","Hours","181","179.2","173","168","158.7","162.9","181.4","173.1","171.5","159.4","161",
"Agriculture, forestry and fishing","College and university and over","Male","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","2796","2756","2870","2876","2988","3008","3184","3207","3041","3261","3334",
"Agriculture, forestry and fishing","College and university and over","Male","30 ~ 34","Employment","Persons","704","886","749","952","986","1015","950","990","923","1219","1008",
"Agriculture, forestry and fishing","College and university and over","Male","35 ~ 39","Hours worked","Hours","180.4","179.3","174.2","169.8","162.2","164.4","179.3","173.3","172.5","159.7","158.9",
"Agriculture, forestry and fishing","College and university and over","Male","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","3667","3662","3646","3574","3353","3570","3591","3702","3924","4108","3948",
"Agriculture, forestry and fishing","College and university and over","Male","35 ~ 39","Employment","Persons","938","1125","920","880","827","867","938","1099","1086","1278","1440",
"Agriculture, forestry and fishing","College and university and over","Male","40 ~ 44","Hours worked","Hours","179.4","179.1","173.6","164.8","158","163.1","178.9","172.6","172.3","160.8","160.6",
"Agriculture, forestry and fishing","College and university and over","Male","40 ~ 44","Total monthly wage (including monthly special payment)","In Thousand Won","4289","4212","4404","4157","4311","4669","4455","4579","4305","4813","4623",
"Agriculture, forestry and fishing","College and university and over","Male","40 ~ 44","Employment","Persons","1024","1159","1086","1252","1276","1158","1111","1071","801","1091","1096",
"Agriculture, forestry and fishing","College and university and over","Male","45 ~ 49","Hours worked","Hours","179.5","178.2","174.3","166.1","159","161.7","177.3","173.6","172.2","156.4","157.3",
"Agriculture, forestry and fishing","College and university and over","Male","45 ~ 49","Total monthly wage (including monthly special payment)","In Thousand Won","4754","4878","4857","4745","4778","5226","5270","5360","5002","5334","5484",
"Agriculture, forestry and fishing","College and university and over","Male","45 ~ 49","Employment","Persons","821","1017","954","1215","1224","1215","1287","1375","1143","1324","1407",
"Agriculture, forestry and fishing","College and university and over","Male","50 ~ 54","Hours worked","Hours","177.6","176.7","170.3","162.5","158.1","161.7","176.6","172.8","172.2","156.1","159.6",
"Agriculture, forestry and fishing","College and university and over","Male","50 ~ 54","Total monthly wage (including monthly special payment)","In Thousand Won","5520","5545","5747","5378","5674","5756","6019","5784","5819","5830","6113",
"Agriculture, forestry and fishing","College and university and over","Male","50 ~ 54","Employment","Persons","469","703","806","909","981","1013","1240","1203","990","1191","1225",
"Agriculture, forestry and fishing","College and university and over","Male","55 ~ 59","Hours worked","Hours","180.8","175.5","172.2","165.9","157.1","157.5","176.3","173.7","171.7","155.9","153.1",
"Agriculture, forestry and fishing","College and university and over","Male","55 ~ 59","Total monthly wage (including monthly special payment)","In Thousand Won","5251","5721","5253","5584","6180","6053","5829","5903","5882","5968","5926",
"Agriculture, forestry and fishing","College and university and over","Male","55 ~ 59","Employment","Persons","154","274","300","387","537","568","755","953","714","941","1158",
"Agriculture, forestry and fishing","College and university and over","Male","60 years old and over","Hours worked","Hours","177.6","175.7","168.6","161.6","160","164.5","180.7","172.6","164","156.1","149.1",
"Agriculture, forestry and fishing","College and university and over","Male","60 years old and over","Total monthly wage (including monthly special payment)","In Thousand Won","4678","4431","4823","4348","4190","3372","3827","4382","3946","5253","4304",
"Agriculture, forestry and fishing","College and university and over","Male","60 years old and over","Employment","Persons","110","131","98","141","165","149","174","240","315","462","745",
"Agriculture, forestry and fishing","College and university and over","Female","19 years old and less","Hours worked","Hours","-","-","-","-","-","-","-","-","-","-","-",
"Agriculture, forestry and fishing","College and university and over","Female","19 years old and less","Total monthly wage (including monthly special payment)","In Thousand Won","-","-","-","-","-","-","-","-","-","-","-",
"Agriculture, forestry and fishing","College and university and over","Female","19 years old and less","Employment","Persons","-","-","-","-","-","-","-","-","-","-","-",
"Agriculture, forestry and fishing","College and university and over","Female","20 ~ 24","Hours worked","Hours","175.7","171.7","172.7","164.3","157","162.2","179.1","171.7","165.1","160.5","149.9",
"Agriculture, forestry and fishing","College and university and over","Female","20 ~ 24","Total monthly wage (including monthly special payment)","In Thousand Won","1486","1364","1375","1485","1592","1703","1600","1710","1864","1900","2129",
"Agriculture, forestry and fishing","College and university and over","Female","20 ~ 24","Employment","Persons","74","68","105","127","131","100","72","87","79","95","58",
"Agriculture, forestry and fishing","College and university and over","Female","25 ~ 29","Hours worked","Hours","177.3","178.4","175.3","164.3","160.2","155","174","168.3","170.9","156.1","150.1",
"Agriculture, forestry and fishing","College and university and over","Female","25 ~ 29","Total monthly wage (including monthly special payment)","In Thousand Won","1797","1980","1718","1884","2047","1969","1917","2094","2383","2545","2404",
"Agriculture, forestry and fishing","College and university and over","Female","25 ~ 29","Employment","Persons","271","218","306","370","329","412","375","419","482","452","469",
"Agriculture, forestry and fishing","College and university and over","Female","30 ~ 34","Hours worked","Hours","177.9","178.9","173.7","161.7","159.1","153.5","169.7","167","170.4","157.2","156.3",
"Agriculture, forestry and fishing","College and university and over","Female","30 ~ 34","Total monthly wage (including monthly special payment)","In Thousand Won","2355","2298","2429","2421","2441","2577","2548","2583","2442","3003","2993",
"Agriculture, forestry and fishing","College and university and over","Female","30 ~ 34","Employment","Persons","212","200","228","257","263","327","283","365","388","426","391",
"Agriculture, forestry and fishing","College and university and over","Female","35 ~ 39","Hours worked","Hours","176.1","176.8","171","160.4","155.4","161.2","177.6","173.5","171.9","158.8","158.9",
"Agriculture, forestry and fishing","College and university and over","Female","35 ~ 39","Total monthly wage (including monthly special payment)","In Thousand Won","2877","3050","3108","2805","2932","3199","2932","3159","2968","3275","3577",
"Agriculture, forestry and fishing","College and university and over","Female","35 ~ 39","Employment","Persons","140","173","184","186","231","323","209","245","308","415","472",
"Agriculture, forestry and fishing","College and university and over","Female","40 ~ 44","Hours worked","Hours","175.7","174.4","177","164.1","159.5","163.4","177.9","170.8","167.5","155.8","158",
"Agriculture, forestry and fishing","College and university and over","Female","40 ~ 44","Total monthly wage (including monthly special payment)","In Thousand Won","3150","3254","3184","3581","3707","3954","3666","3757","3374","3809","3629",
"Agriculture, forestry and fishing","College and university and over","Female","40 ~ 44","Employment","Persons","48","88","144","170","208","226","206","255","263","350","385",
"Agriculture, forestry and fishing","College and university and over","Female","45 ~ 49","Hours worked","Hours","179.4","176.7","173.2","170.7","158.4","159.8","184.6","181","174.9","161.4","152.5",
"Agriculture, forestry and fishing","College and university and over","Female","45 ~ 49","Total monthly wage (including monthly special payment)","In Thousand Won","5167","2447","3527","3669","3312","4125","4326","4093","4474","4388","4582",
"Agriculture, forestry and fishing","College and university and over","Female","45 ~ 49","Employment","Persons","14","28","71","59","96","89","124","189","118","177","219",
"Agriculture, forestry and fishing","College and university and over","Female","50 ~ 54","Hours worked","Hours","176","178","172.2","157.6","175.9","162.5","186.6","180.4","177.1","160.9","167.7",
"Agriculture, forestry and fishing","College and university and over","Female","50 ~ 54","Total monthly wage (including monthly special payment)","In Thousand Won","4713","4758","4519","4281","2707","4312","4901","5234","3961","5045","4790",
"Agriculture, forestry and fishing","College and university and over","Female","50 ~ 54","Employment","Persons","3","7","24","26","54","70","77","109","74","96","72",
