Industry,Education,Sex,Age,Item,UNIT,2002 Year,2003 Year,2004 Year,2005 Year,2006 Year,2007 Year,2008 Year
2,Under middle shcool,Female,45 ~ 49,Employment,Persons,101,154,185,74,115,42,99
2,Under middle shcool,Female,50 ~ 54,Total hours worked,Hours,219.5,214.6,209.2,213.3,209.8,202.5,188.5
2,Under middle shcool,Female,50 ~ 54,Monthly Total wage,Won,849893,1041369,1154931,1123514,1217771,1184963,1358596
2,Under middle shcool,Female,50 ~ 54,Employment,Persons,121,160,262,70,70,44,191
2,Under middle shcool,Female,55 ~ 59,Total hours worked,Hours,205.3,199.8,233.2,197.3,205.2,207.7,183.3
2,Under middle shcool,Female,55 ~ 59,Monthly Total wage,Won,848640,964130,937986,1191586,1210525,1121382,1257847
2,Under middle shcool,Female,55 ~ 59,Employment,Persons,60,92,74,58,61,43,122
2,Under middle shcool,Female,60 years old and over,Total hours worked,Hours,221.2,214.7,221.5,206.5,215.7,211,181.2
2,Under middle shcool,Female,60 years old and over,Monthly Total wage,Won,804721,864813,924364,955000,1162839,981203,1242327
2,Under middle shcool,Female,60 years old and over,Employment,Persons,30,48,33,22,62,31,106
2,High shcool,Male,19 years old and less,Total hours worked,Hours,256,,192,225,168,200,146
2,High shcool,Male,19 years old and less,Monthly Total wage,Won,1434400,,898000,878000,780000,754927,888000
2,High shcool,Male,19 years old and less,Employment,Persons,4,,1,12,2,5,4
2,High shcool,Male,20 ~ 24,Total hours worked,Hours,218.5,220.2,241.7,224.9,193.1,196.4,175.6
2,High shcool,Male,20 ~ 24,Monthly Total wage,Won,1240675,1247464,1471247,1481708,1577250,1359317,1641812
2,High shcool,Male,20 ~ 24,Employment,Persons,84,112,89,65,16,18,27
2,High shcool,Male,25 ~ 29,Total hours worked,Hours,211.9,230.4,227.5,215.2,211.9,226.3,189.6
2,High shcool,Male,25 ~ 29,Monthly Total wage,Won,1452083,1508141,1495617,1707115,1891004,1813999,1999870
2,High shcool,Male,25 ~ 29,Employment,Persons,545,441,415,347,241,147,201
2,High shcool,Male,30 ~ 34,Total hours worked,Hours,212.7,212.2,234.7,205.4,213.6,206.2,186.2
2,High shcool,Male,30 ~ 34,Monthly Total wage,Won,1503209,1629336,1663903,1873371,2106088,2173392,2169942
2,High shcool,Male,30 ~ 34,Employment,Persons,893,856,935,725,727,595,522
2,High shcool,Male,35 ~ 39,Total hours worked,Hours,202.5,212.2,227.3,210.4,207.8,209.8,193.6
2,High shcool,Male,35 ~ 39,Monthly Total wage,Won,1573700,1733625,1787833,2042224,2206964,2246374,2327760
2,High shcool,Male,35 ~ 39,Employment,Persons,1007,995,1194,915,1108,1063,1000
2,High shcool,Male,40 ~ 44,Total hours worked,Hours,206,215.6,221.4,206.1,203.8,198.2,191.9
2,High shcool,Male,40 ~ 44,Monthly Total wage,Won,1643115,1804062,1934590,2113526,2207434,2457443,2357128
2,High shcool,Male,40 ~ 44,Employment,Persons,1417,1627,1772,1183,1152,1175,1221
2,High shcool,Male,45 ~ 49,Total hours worked,Hours,202.9,211.1,210.3,201.8,207.6,203.1,187.6
2,High shcool,Male,45 ~ 49,Monthly Total wage,Won,1743557,1898042,1965963,2057554,2284545,2393749,2402019
2,High shcool,Male,45 ~ 49,Employment,Persons,1118,1120,1717,1288,1338,1556,1563
2,High shcool,Male,50 ~ 54,Total hours worked,Hours,211.4,209.1,221.7,209.9,211.1,207.1,184.7
2,High shcool,Male,50 ~ 54,Monthly Total wage,Won,1784879,1910513,2164597,2081321,2309934,2492293,2543007
2,High shcool,Male,50 ~ 54,Employment,Persons,812,824,1361,934,1051,1121,1364
2,High shcool,Male,55 ~ 59,Total hours worked,Hours,217.1,225.5,218.5,210.8,211.8,210.8,189.8
2,High shcool,Male,55 ~ 59,Monthly Total wage,Won,1780392,1772748,2090504,1876054,2265594,2348768,2194917
2,High shcool,Male,55 ~ 59,Employment,Persons,344,404,679,516,480,546,988
2,High shcool,Male,60 years old and over,Total hours worked,Hours,218.5,225.8,216.8,223.3,230.5,218.1,192.9
2,High shcool,Male,60 years old and over,Monthly Total wage,Won,1606392,1675687,1746542,1745016,1827478,1984207,2549349
2,High shcool,Male,60 years old and over,Employment,Persons,265,342,334,383,387,278,919
2,High shcool,Female,19 years old and less,Total hours worked,Hours,165.2,220.9,254,225,188,209.4,159
2,High shcool,Female,19 years old and less,Monthly Total wage,Won,646560,804889,1043500,986000,983000,1125500,1470452
2,High shcool,Female,19 years old and less,Employment,Persons,22,9,8,4,8,16,7
2,High shcool,Female,20 ~ 24,Total hours worked,Hours,194.7,191,222.9,208.6,198.8,192.4,170.4
2,High shcool,Female,20 ~ 24,Monthly Total wage,Won,825014,1249615,935486,1077121,1073676,1065000,1424502
2,High shcool,Female,20 ~ 24,Employment,Persons,128,91,70,91,37,27,29
2,High shcool,Female,25 ~ 29,Total hours worked,Hours,203.8,193.2,215.1,200.9,214.2,208.8,185.9
2,High shcool,Female,25 ~ 29,Monthly Total wage,Won,1052945,927792,1052970,1231202,1211844,1355755,1442897
2,High shcool,Female,25 ~ 29,Employment,Persons,139,154,101,109,77,73,150
2,High shcool,Female,30 ~ 34,Total hours worked,Hours,209.5,215.2,239.5,199.6,202.3,209.9,185
2,High shcool,Female,30 ~ 34,Monthly Total wage,Won,1360452,1114390,1274017,1490327,1424386,1640134,1587931
2,High shcool,Female,30 ~ 34,Employment,Persons,52,100,117,104,70,97,165
2,High shcool,Female,35 ~ 39,Total hours worked,Hours,205.7,186.4,251.8,204.1,210.6,206.8,184.1
2,High shcool,Female,35 ~ 39,Monthly Total wage,Won,858155,946600,1358179,1196700,1421607,1492511,1506390
2,High shcool,Female,35 ~ 39,Employment,Persons,53,20,56,80,56,119,291
2,High shcool,Female,40 ~ 44,Total hours worked,Hours,186.3,201.5,198.5,188.5,198.5,234.6,186
2,High shcool,Female,40 ~ 44,Monthly Total wage,Won,1186838,854039,1373755,1381291,999182,1709660,1657320
2,High shcool,Female,40 ~ 44,Employment,Persons,16,51,94,55,11,49,139
2,High shcool,Female,45 ~ 49,Total hours worked,Hours,193,202.1,236.6,194,194.5,189.8,190.5
2,High shcool,Female,45 ~ 49,Monthly Total wage,Won,892687,1273545,1451809,1321441,1196140,1909392,1634096
2,High shcool,Female,45 ~ 49,Employment,Persons,6,33,47,34,43,74,205
2,High shcool,Female,50 ~ 54,Total hours worked,Hours,193.1,204.4,196.1,201.5,205.1,202.9,204.6
2,High shcool,Female,50 ~ 54,Monthly Total wage,Won,1862913,2157000,1199138,1625857,1407132,2402591,1835396
2,High shcool,Female,50 ~ 54,Employment,Persons,12,10,29,63,38,44,40
2,High shcool,Female,55 ~ 59,Total hours worked,Hours,220,186.5,201.7,212.4,192.6,214.6,201.2
2,High shcool,Female,55 ~ 59,Monthly Total wage,Won,1247676,1554375,1682938,991857,1798750,2183848,2008953
2,High shcool,Female,55 ~ 59,Employment,Persons,11,16,16,28,40,34,23
2,High shcool,Female,60 years old and over,Total hours worked,Hours,217,224.6,210,127.5,293.3,198.5,212.7
2,High shcool,Female,60 years old and over,Monthly Total wage,Won,1514100,1745571,1037400,2142000,1083667,2117579,1880644
2,High shcool,Female,60 years old and over,Employment,Persons,4,7,5,12,12,19,43
2,Jonior college,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
2,Jonior college,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
2,Jonior college,Male,19 years old and less,Employment,Persons,,,,,,,-
2,Jonior college,Male,20 ~ 24,Total hours worked,Hours,218,191.4,218.1,155,,258.6,202.1
2,Jonior college,Male,20 ~ 24,Monthly Total wage,Won,1000950,891889,1041080,1008500,,1504454,1292462
2,Jonior college,Male,20 ~ 24,Employment,Persons,6,9,25,2,,17,11
2,Jonior college,Male,25 ~ 29,Total hours worked,Hours,220.4,219.8,263.7,202.4,230.7,217.3,190.6
2,Jonior college,Male,25 ~ 29,Monthly Total wage,Won,1331925,1377488,1377622,1417258,1650676,1473273,1806487
2,Jonior college,Male,25 ~ 29,Employment,Persons,70,86,98,66,108,83,117
2,Jonior college,Male,30 ~ 34,Total hours worked,Hours,207.9,230.9,205.1,208.1,214.3,242.8,194.2
2,Jonior college,Male,30 ~ 34,Monthly Total wage,Won,1439859,1523388,1812383,1835155,1674824,1988129,2244730
2,Jonior college,Male,30 ~ 34,Employment,Persons,131,165,381,129,142,140,78
2,Jonior college,Male,35 ~ 39,Total hours worked,Hours,208.6,203.7,242,228.2,208.4,234.9,204.7
2,Jonior college,Male,35 ~ 39,Monthly Total wage,Won,1639472,1710837,1762567,2039283,2355892,2020896,2538370
2,Jonior college,Male,35 ~ 39,Employment,Persons,180,147,215,113,158,209,138
2,Jonior college,Male,40 ~ 44,Total hours worked,Hours,201.5,212.1,244.2,204.2,206.5,208,198.3
2,Jonior college,Male,40 ~ 44,Monthly Total wage,Won,1860020,1931973,1907295,2120151,2572064,2282823,2507460
2,Jonior college,Male,40 ~ 44,Employment,Persons,168,187,176,152,171,164,200
2,Jonior college,Male,45 ~ 49,Total hours worked,Hours,202,206.6,235.9,231.1,200.4,222.5,188
2,Jonior college,Male,45 ~ 49,Monthly Total wage,Won,1805853,2014705,2099535,2298531,2221529,2467796,2766900
2,Jonior college,Male,45 ~ 49,Employment,Persons,137,166,202,194,119,154,209
2,Jonior college,Male,50 ~ 54,Total hours worked,Hours,208,203,220.2,228.2,203.9,208.9,179.5
2,Jonior college,Male,50 ~ 54,Monthly Total wage,Won,1910100,1860000,1914870,2523939,3019232,3162259,2996668
2,Jonior college,Male,50 ~ 54,Employment,Persons,44,45,54,99,99,136,225
2,Jonior college,Male,55 ~ 59,Total hours worked,Hours,198.8,207.7,217.1,218.2,204.3,224.1,192
2,Jonior college,Male,55 ~ 59,Monthly Total wage,Won,1737896,1544304,2041080,2296822,1952538,3034081,3083284
2,Jonior college,Male,55 ~ 59,Employment,Persons,17,23,25,45,26,53,53
2,Jonior college,Male,60 years old and over,Total hours worked,Hours,191,198,220.5,194.4,200,249.3,184.3
2,Jonior college,Male,60 years old and over,Monthly Total wage,Won,1532563,813800,1404688,1747439,2274000,2114962,3179309
2,Jonior college,Male,60 years old and over,Employment,Persons,12,20,16,41,13,42,89
2,Jonior college,Female,19 years old and less,Total hours worked,Hours,,,,,,,-
2,Jonior college,Female,19 years old and less,Monthly Total wage,Won,,,,,,,-
2,Jonior college,Female,19 years old and less,Employment,Persons,,,,,,,-
2,Jonior college,Female,20 ~ 24,Total hours worked,Hours,239.4,190.3,210.6,188.3,194.7,202,167
2,Jonior college,Female,20 ~ 24,Monthly Total wage,Won,829603,867500,924424,985077,1237000,1010659,1453070
2,Jonior college,Female,20 ~ 24,Employment,Persons,98,82,99,78,31,41,65
2,Jonior college,Female,25 ~ 29,Total hours worked,Hours,198,203.6,217.6,209.4,199.5,206.9,184.7
2,Jonior college,Female,25 ~ 29,Monthly Total wage,Won,993854,1009955,1101313,1079786,1284615,1392933,1486367
2,Jonior college,Female,25 ~ 29,Employment,Persons,47,67,83,56,122,142,88
2,Jonior college,Female,30 ~ 34,Total hours worked,Hours,194,195.3,229.4,203,198.2,190,167.6
2,Jonior college,Female,30 ~ 34,Monthly Total wage,Won,1110303,1055727,1021429,1226207,1194385,1387857,1780525
2,Jonior college,Female,30 ~ 34,Employment,Persons,8,11,21,58,26,28,62
2,Jonior college,Female,35 ~ 39,Total hours worked,Hours,200,275,213.2,202.4,210.3,193.4,181.6
2,Jonior college,Female,35 ~ 39,Monthly Total wage,Won,1454000,1079000,1179765,959500,1700448,1958698,1667858
2,Jonior college,Female,35 ~ 39,Employment,Persons,1,1,17,20,29,46,83
2,Jonior college,Female,40 ~ 44,Total hours worked,Hours,292,200,232.8,178.7,204.4,281,190
2,Jonior college,Female,40 ~ 44,Monthly Total wage,Won,1736280,1699286,1379600,1950333,1458478,1421617,1890920
2,Jonior college,Female,40 ~ 44,Employment,Persons,3,14,10,3,23,16,13
2,Jonior college,Female,45 ~ 49,Total hours worked,Hours,212,208,192,224,202.2,214.4,159
2,Jonior college,Female,45 ~ 49,Monthly Total wage,Won,960960,1256000,2083000,2731000,2469545,1080000,2100000
2,Jonior college,Female,45 ~ 49,Employment,Persons,3,4,4,4,11,10,63
2,Jonior college,Female,50 ~ 54,Total hours worked,Hours,,208,,,,,173.3
2,Jonior college,Female,50 ~ 54,Monthly Total wage,Won,,1601000,,,,,1674165
2,Jonior college,Female,50 ~ 54,Employment,Persons,,4,,,,,35
2,Jonior college,Female,55 ~ 59,Total hours worked,Hours,,,,,,308,225.4
2,Jonior college,Female,55 ~ 59,Monthly Total wage,Won,,,,,,1247000,1343614
2,Jonior college,Female,55 ~ 59,Employment,Persons,,,,,,6,6
2,Jonior college,Female,60 years old and over,Total hours worked,Hours,,,253.3,250,208,,202.2
2,Jonior college,Female,60 years old and over,Monthly Total wage,Won,,,1957333,1751000,2854545,,2141432
2,Jonior college,Female,60 years old and over,Employment,Persons,,,9,6,11,,9
2,College and university and over,Male,19 years old and less,Total hours worked,Hours,,,,,,,-
2,College and university and over,Male,19 years old and less,Monthly Total wage,Won,,,,,,,-
2,College and university and over,Male,19 years old and less,Employment,Persons,,,,,,,-
2,College and university and over,Male,20 ~ 24,Total hours worked,Hours,170,226,230,203.9,200,214.1,206.9
2,College and university and over,Male,20 ~ 24,Monthly Total wage,Won,1135750,1027615,1185000,1103875,1441000,1181717,1357832
2,College and university and over,Male,20 ~ 24,Employment,Persons,6,13,10,8,2,36,13
2,College and university and over,Male,25 ~ 29,Total hours worked,Hours,201.6,206.1,201.3,202,217.5,201.8,169.6
2,College and university and over,Male,25 ~ 29,Monthly Total wage,Won,1416129,1474558,1756461,1517136,1517080,1572843,2341413
2,College and university and over,Male,25 ~ 29,Employment,Persons,172,147,360,125,187,80,219
2,College and university and over,Male,30 ~ 34,Total hours worked,Hours,196.8,205,219.3,208.7,216.4,208.1,175
2,College and university and over,Male,30 ~ 34,Monthly Total wage,Won,1528244,1812586,1767228,1902335,2149312,2239174,2707511
2,College and university and over,Male,30 ~ 34,Employment,Persons,230,263,281,179,266,241,329
2,College and university and over,Male,35 ~ 39,Total hours worked,Hours,199.1,198.8,224.7,196.4,209.1,205.8,176.9
2,College and university and over,Male,35 ~ 39,Monthly Total wage,Won,1988565,2060195,2053250,2359131,2061690,2685446,3101015
2,College and university and over,Male,35 ~ 39,Employment,Persons,253,297,368,298,258,255,410
2,College and university and over,Male,40 ~ 44,Total hours worked,Hours,195.5,206,208.1,195.8,192.4,202.1,171.1
2,College and university and over,Male,40 ~ 44,Monthly Total wage,Won,2127302,2420362,2262899,2379199,2761332,2507018,3432096
2,College and university and over,Male,40 ~ 44,Employment,Persons,265,235,416,296,401,180,427
2,College and university and over,Male,45 ~ 49,Total hours worked,Hours,198.6,197.8,196,198.1,199.6,187.2,178
2,College and university and over,Male,45 ~ 49,Monthly Total wage,Won,2032848,2621016,2453437,2797822,2531941,2809347,3602635
2,College and university and over,Male,45 ~ 49,Employment,Persons,188,189,574,242,237,176,365
2,College and university and over,Male,50 ~ 54,Total hours worked,Hours,186.4,181.9,190.5,188.7,193.9,189.3,172.6
2,College and university and over,Male,50 ~ 54,Monthly Total wage,Won,2334099,2368785,2683323,3235262,3108651,3662409,3920643
2,College and university and over,Male,50 ~ 54,Employment,Persons,140,135,133,122,149,272,249
2,College and university and over,Male,55 ~ 59,Total hours worked,Hours,209.5,200.5,197.9,194.6,188.2,181.3,177.1
2,College and university and over,Male,55 ~ 59,Monthly Total wage,Won,2190177,2301045,2857819,3594554,2846131,4200401,4946585
2,College and university and over,Male,55 ~ 59,Employment,Persons,69,67,72,92,99,96,177
2,College and university and over,Male,60 years old and over,Total hours worked,Hours,181.1,191.6,205.3,202.8,206.6,204.5,178.6
2,College and university and over,Male,60 years old and over,Monthly Total wage,Won,2443425,2968845,2835196,2344600,2838562,5007251,4533379
2,College and university and over,Male,60 years old and over,Employment,Persons,130,155,168,85,105,64,232
2,College and university and over,Female,19 years old and less,Total hours worked,Hours,,,,,,,-
2,College and university and over,Female,19 years old and less,Monthly Total wage,Won,,,,,,,-
2,College and university and over,Female,19 years old and less,Employment,Persons,,,,,,,-
2,College and university and over,Female,20 ~ 24,Total hours worked,Hours,184.8,211,211.9,157.5,185.1,160,160.2
2,College and university and over,Female,20 ~ 24,Monthly Total wage,Won,940497,881067,1009063,984526,1289955,839000,2117186
2,College and university and over,Female,20 ~ 24,Employment,Persons,47,45,16,19,22,6,23
2,College and university and over,Female,25 ~ 29,Total hours worked,Hours,188.7,202.3,196.1,209.7,201.9,168.7,164.4
2,College and university and over,Female,25 ~ 29,Monthly Total wage,Won,1071900,1220500,1173986,1385415,1296893,1839339,2458001
2,College and university and over,Female,25 ~ 29,Employment,Persons,32,50,73,53,56,63,75
2,College and university and over,Female,30 ~ 34,Total hours worked,Hours,218.5,208.5,213.6,297.8,180.1,221.2,166.7
2,College and university and over,Female,30 ~ 34,Monthly Total wage,Won,1428983,1436273,1124208,2113765,1311938,2005655,2158506
2,College and university and over,Female,30 ~ 34,Employment,Persons,19,33,48,17,16,29,81
2,College and university and over,Female,35 ~ 39,Total hours worked,Hours,,,243,182,218.1,181.5,177
2,College and university and over,Female,35 ~ 39,Monthly Total wage,Won,,,1365000,1091000,1543500,1518500,3287655
2,College and university and over,Female,35 ~ 39,Employment,Persons,,,16,6,20,8,29
2,College and university and over,Female,40 ~ 44,Total hours worked,Hours,185.7,201.8,218.4,182.9,204.4,198.7,169.2
2,College and university and over,Female,40 ~ 44,Monthly Total wage,Won,2525000,1410000,1909778,2123429,1696000,1911006,1984779
2,College and university and over,Female,40 ~ 44,Employment,Persons,3,9,9,7,8,6,7
2,College and university and over,Female,45 ~ 49,Total hours worked,Hours,208,192,245,230,208,158.9,212
2,College and university and over,Female,45 ~ 49,Monthly Total wage,Won,2112614,2241400,4515000,1921000,1672636,1440907,2071411
2,College and university and over,Female,45 ~ 49,Employment,Persons,3,5,2,1,11,9,7
2,College and university and over,Female,50 ~ 54,Total hours worked,Hours,200,173,200,,,211.3,237.1
2,College and university and over,Female,50 ~ 54,Monthly Total wage,Won,3360000,2359000,2917000,,,1886500,1597055
2,College and university and over,Female,50 ~ 54,Employment,Persons,3,1,7,,,16,5
2,College and university and over,Female,55 ~ 59,Total hours worked,Hours,175.2,184,192,,,,190
2,College and university and over,Female,55 ~ 59,Monthly Total wage,Won,3935424,3103000,3118000,,,,1777000
2,College and university and over,Female,55 ~ 59,Employment,Persons,5,4,4,,,,2
2,College and university and over,Female,60 years old and over,Total hours worked,Hours,186.3,196,200,,184,,-
